9007813,13
9007660,13
9007575,13
9007445,13
9007237,13
9007187,13
9006829,13
9006661,13
9006518,13
9006455,13
9006366,13
9006227,13
9006140,13
9006103,13
9006031,13
9005973,13
9005959,13
9005780,13
9005734,13
9005676,13
9005645,13
9005559,13
9005555,13
9005469,13
9005445,13
9005409,13
9005302,13
9005254,13
9005186,13
9004827,13
9004712,13
9004630,13
9004359,13
9004293,13
9004187,13
9003995,13
9003857,13
9003753,13
9003503,13
9003440,13
9003344,13
9003113,13
9003011,13
9002941,13
9002834,13
9002662,13
9002576,13
9002427,13
9002217,13
9002187,13
9002157,13
9001924,13
9001726,13
9008037,14
9007944,14
9007811,14
9007783,14
9007780,14
9007728,14
9007588,14
9007557,14
9007458,14
9007429,14
9007340,14
9007292,14
9007251,14
9007227,14
9007154,14
9006917,14
9006879,14
9006848,14
9006721,14
9006657,14
9006650,14
9006537,14
9006505,14
9006496,14
9006454,14
9006408,14
9006360,14
9006322,14
9006226,14
9006187,14
9006185,14
9006144,14
9006124,14
9006097,14
9006045,14
9006044,14
9006019,14
9005961,14
9005882,14
9005880,14
9005827,14
9005807,14
9005790,14
9005767,14
9005750,14
9005739,14
9005673,14
9005668,14
9005602,14
9005600,14
9005591,14
9005540,14
9005467,14
9005465,14
9005446,14
9005400,14
9005326,14
9005317,14
9005291,14
9005245,14
9005221,14
9005208,14
9005111,14
9004998,14
9004834,14
9004831,14
9004785,14
9004710,14
9004706,14
9004626,14
9004571,14
9004541,14
9004355,14
9004347,14
9004321,14
9004310,14
9004285,14
9004259,14
9004185,14
9004178,14
9003989,14
9003935,14
9003909,14
9003865,14
9003859,14
9003789,14
9003749,14
9003744,14
9003548,14
9003505,14
9003468,14
9003444,14
9003387,14
9003329,14
9003311,14
9003185,14
9003144,14
9003114,14
9003065,14
9003023,14
9002995,14
9002977,14
9002907,14
9002852,14
9002836,14
9002798,14
9002733,14
9002657,14
9002596,14
9002578,14
9002532,14
9002476,14
9002426,14
9002371,14
9002259,14
9002186,14
9002163,14
9002161,14
9002041,14
9001941,14
9001930,14
9001927,14
9001845,14
9001831,14
9001801,14
9001738,14
9001731,14
9001694,14
9001686,14
9001634,14
9001633,14
9001557,14
9001491,14
9001478,14
9001236,14
9001094,14
9001087,14
9001077,14
9000857,14
9000855,14
9000801,14
9000755,14
9000599,14
9000589,14
9000549,14
9000522,14
9000434,14
9000427,14
9000424,14
9000355,14
9000334,14
9000333,14
9000221,14
9000220,14
9000191,14
9000183,14
9000086,14
9000056,14
9000017,14
9008049,15
9008039,15
9007941,15
9007923,15
9007822,15
9007816,15
9007774,15
9007731,15
9007730,15
9007722,15
9007586,15
9007574,15
9007566,15
9007563,15
9007430,15
9007428,15
9007273,15
9007272,15
9007228,15
9007201,15
9007199,15
9007178,15
9006938,15
9006909,15
9006891,15
9006887,15
9006847,15
9006719,15
9006715,15
9006658,15
9006655,15
9006654,15
9006535,15
9006528,15
9006503,15
9006494,15
9006449,15
9006443,15
9006396,15
9006388,15
9006352,15
9006320,15
9006225,15
9006209,15
9006200,15
9006190,15
9006148,15
9006128,15
9006119,15
9006098,15
9006046,15
9006030,15
9006020,15
9006001,15
9005979,15
9005958,15
9005957,15
9005875,15
9005837,15
9005830,15
9005829,15
9005828,15
9005766,15
9005757,15
9005753,15
9005745,15
9005741,15
9005740,15
9005700,15
9005662,15
9005644,15
9005605,15
9005594,15
9005577,15
9005567,15
9005537,15
9005471,15
9005452,15
9005440,15
9005412,15
9005397,15
9005311,15
9005276,15
9005275,15
9005248,15
9005247,15
9005246,15
9005178,15
9005129,15
9005110,15
9005105,15
9005012,15
9005004,15
9004835,15
9004825,15
9004776,15
9004748,15
9004738,15
9004716,15
9004702,15
9004700,15
9004629,15
9004584,15
9004572,15
9004539,15
9004464,15
9004459,15
9004370,15
9004367,15
9004356,15
9004349,15
9004299,15
9004296,15
9004294,15
9004262,15
9004227,15
9004226,15
9004190,15
9004179,15
9003992,15
9003991,15
9003948,15
9003936,15
9003920,15
9003901,15
9003867,15
9003860,15
9003824,15
9003794,15
9003788,15
9003756,15
9003743,15
9003740,15
9003715,15
9003549,15
9003510,15
9003507,15
9003490,15
9003478,15
9003438,15
9003372,15
9003354,15
9003326,15
9003324,15
9003314,15
9003313,15
9003191,15
9003186,15
9003173,15
9003147,15
9003121,15
9003115,15
9003068,15
9003029,15
9003028,15
9002978,15
9002974,15
9002945,15
9002935,15
9002873,15
9002872,15
9002832,15
9002808,15
9002796,15
9002734,15
9002699,15
9002679,15
9002665,15
9002584,15
9002580,15
9002579,15
9002523,15
9002522,15
9002480,15
9002473,15
9002421,15
9002420,15
9002416,15
9002280,15
9002219,15
9002218,15
9002200,15
9002196,15
9002189,15
9002168,15
9002047,15
9002046,15
9002007,15
9001920,15
9001856,15
9001846,15
9001836,15
9001825,15
9001816,15
9001813,15
9001781,15
9001777,15
9001755,15
9001737,15
9001732,15
9001700,15
9001691,15
9001687,15
9001635,15
9001617,15
9001606,15
9001578,15
9001561,15
9001560,15
9001495,15
9001229,15
9001148,15
9001125,15
9001105,15
9001091,15
9000849,15
9000822,15
9000806,15
9000798,15
9000794,15
9000765,15
